epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,10.194,0.99479,0.52,1,0.99569,0.000231389,0.000231389,0.000231389
2,21.1473,0.65475,0.64,1,0.88871,0.000422919,0.000422919,0.000422919
3,30.9592,0.51671,0.72,1,0.86551,0.000567326,0.000567326,0.000567326
